2018-08-22|001|H11|MLHKF350XK5014430|149.32|2018-08-22
2018-08-22|001|H11|MLHKF2085J5559960|149.32|2018-08-22
2018-08-22|001|H11|MLHJA2101H5181245|124.89|2018-08-22
2018-08-22|001|Y01|MLESEE91111003150|125.00|2018-08-22
2018-08-22|001|H11|MLHJA1403J5886043|109.17|2018-08-22
2018-08-22|001|H11|MLHJA1408J5875152|109.17|2018-08-22
2018-08-22|001|Y01|MLESG472111075463|155.00|2018-08-22
2018-08-22|001|Y01|MLEUE229111303858|115.00|2018-08-22
2018-08-22|001|Y01|MLEUE227111191527|115.00|2018-08-22
2018-08-22|001|Y01|MLESG472111074909|155.00|2018-08-22
2018-08-22|001|Y01|MLESE661111317370|125.00|2018-08-22
2018-08-22|001|H11|MLHJA1687J5032465|109.17|2018-08-22
2018-08-22|001|K02|JKAER300ABDA20569|296.00|2018-08-22
2018-08-22|001|H11|MLHJA1688J5022608|109.17|2018-08-22
2018-08-22|001|K02|JKAEX400GGDA19595|399.00|2018-08-22
2018-08-22|001|H11|MLHJA144XJ5278829|109.17|2018-08-22
2018-08-22|001|T09|SMTDAD70GDK902493|900.00|2018-08-22
2018-08-22|001|K02|JKABR250EFDA04895|249.00|2018-08-22
2018-08-22|001|H11|MLHJA1406J5866045|109.17|2018-08-22
2018-08-22|001|H11|MLHJC6189H5656552|124.89|2018-08-22
2018-08-22|001|K02|JKABX250ABDA04451|249.00|2018-08-22
2018-08-22|001|H11|MLHJC6189H5643669|124.89|2018-08-22
2018-08-22|001|K02|JKAER300ABDA20564|296.00|2018-08-22
2018-08-22|001|H11|MLHJC6186H5606787|124.89|2018-08-22
2018-08-22|001|T09|SMTDAD74GDK909184|900.00|2018-08-22
2018-08-22|001|K02|JKAER650HHDA32885|649.00|2018-08-22
2018-08-22|001|H11|MLHJC6188H5670409|124.89|2018-08-22
2018-08-22|001|K02|JKAER650HHDA32887|649.00|2018-08-22
2018-08-22|001|K12|PNGJUC404FK052089|200.00|2018-08-22
2018-08-22|001|T09|SMTDAD75HWJ889315|1200.00|2018-08-22
2018-08-22|001|H11|MLHJA1689J5030006|109.17|2018-08-22
2018-08-22|001|K02|MH4BJ175AAJP01469|177.00|2018-08-22
2018-08-22|001|H11|MLHJA1406J5907001|109.17|2018-08-22
2018-08-22|001|K02|JKALX250SSDA30207|249.00|2018-08-22
2018-08-22|001|T09|SMTDAD70GDK903308|900.00|2018-08-22
2018-08-22|001|K12|PNGJUC404FK046826|200.00|2018-08-22
2018-08-22|001|H11|MLHJC6188H5662911|124.89|2018-08-22
2018-08-22|001|T09|SMTDAD75HWJ878878|1200.00|2018-08-22
2018-08-22|001|K02|JKAEX400GGDA19564|399.00|2018-08-22
2018-08-22|001|H11|MLHJC6182H5671362|124.89|2018-08-22
2018-08-22|001|T09|SMTDAD78GDJ876676|900.00|2018-08-22
2018-08-22|001|K02|JKABJ250LLA000064|250.00|2018-08-22
2018-08-22|001|T09|SMTDAD74GDK903098|900.00|2018-08-22
2018-08-22|001|H11|MLHJC6189H5679118|124.89|2018-08-22
2018-08-22|001|K02|JKAER300ABDA20546|296.00|2018-08-22
2018-08-22|001|Y01|MLESG471111011554|155.00|2018-08-22
2018-08-22|001|T09|SMTDAD74GDK904526|900.00|2018-08-22
2018-08-22|001|K02|JKAER300ABDA20740|296.00|2018-08-22
2018-08-22|001|T09|SMTDAD70GDK905038|900.00|2018-08-22
2018-08-22|001|H11|MLHJF7250J5122296|108.20|2018-08-22
2018-08-22|001|T09|SMTDAD70GDK902508|900.00|2018-08-22
2018-08-22|001|H11|MLHJC6184H5673100|124.89|2018-08-22
2018-08-22|001|K02|JKAEX400GGDA19572|399.00|2018-08-22
2018-08-22|001|Y01|MLESEE14111361501|125.00|2018-08-22
2018-08-22|001|H11|MLHJA1688J5062297|109.17|2018-08-22
2018-08-22|001|H11|MLHKF2089J5562053|149.32|2018-08-22
2018-08-22|001|K02|JKAEX400GGDA00248|399.00|2018-08-22
2018-08-22|001|R30|MLRZR0125EF005592|125.00|2018-08-22
2018-08-22|001|Y01|JYARM174111000114|689.00|2018-08-22
2018-08-22|001|Y01|MLESG471111011210|155.00|2018-08-22
2018-08-22|001|H11|MLHNF0776J5002523|279.17|2018-08-22
2018-08-22|001|H11|MLHNC5575J5002750|286.01|2018-08-22
2018-08-22|001|Y01|MLESEE92111145728|125.00|2018-08-22
2018-08-22|001|H11|MLHJF3504K5577792|124.88|2018-08-22
2018-08-22|001|N76|R1NBDN112J1001896||2018-08-22
2018-08-22|001|H11|MLHNC5579J5002797|286.01|2018-08-22
2018-08-22|001|H11|MLHJF7235H5033283|108.20|2018-08-22
2018-08-22|001|H11|MLHKF2087J5565601|149.32|2018-08-22
2018-08-22|001|H11|MLHJA1688J5057214|109.17|2018-08-22
2018-08-22|001|H11|MLHJF7231J5113783|108.20|2018-08-22
2018-08-22|001|N76|R1NBDN11XJ1001922||2018-08-22
2018-08-22|001|Y01|MLESG474111104585|155.00|2018-08-22
