2018-08-17|001|H11|MLHJC7578H5012015|124.89|2018-08-17
2018-08-17|608|H11|MLHJA2105H5172189|124.89|2018-08-17
2018-08-17|700|Y01|RLCUG064111003494|150.00|2018-08-17
2018-08-17|502|H11|MLHJF3509K5569820|124.88|2018-08-17
2018-08-17|305|H11|MLHJC6180J5710892|124.89|2018-08-17
2018-08-17|603|H11|MLHJA1442J5271440|109.17|2018-08-17
2018-08-17|603|H11|MLHJA1442J5292594|109.17|2018-08-17
2018-08-17|603|H11|MLHJA140XJ5918602|109.17|2018-08-17
2018-08-17|603|Y01|RLCUE136111011230|115.00|2018-08-17
2018-08-17|603|G59|MLTSLA409HA006686|149.00|2018-08-17
2018-08-17|603|Y01|MLEUE229111297929|115.00|2018-08-17
2018-08-17|603|H11|MLHJA1400J5826947|109.17|2018-08-17
2018-08-17|603|H11|MLHJA1447J5269490|109.17|2018-08-17
2018-08-17|603|H11|MLHJA1441J5287614|109.17|2018-08-17
2018-08-17|603|H11|MLHJA144XJ5271251|109.17|2018-08-17
2018-08-17|603|H11|MLHKF2081J5550219|149.32|2018-08-17
2018-08-17|603|H11|MLHJA1449J5292608|109.17|2018-08-17
2018-08-17|603|H11|MLHJA1686J5037964|109.17|2018-08-17
2018-08-17|603|H11|MLHJA1442J5298329|109.17|2018-08-17
2018-08-17|603|H11|MLHKF2082J5547104|149.32|2018-08-17
2018-08-17|603|H11|MLHJA2104H5186648|124.89|2018-08-17
2018-08-17|603|H11|MLHJF7232J5116319|108.20|2018-08-17
2018-08-17|603|H11|MLHJF7252J5109629|108.20|2018-08-17
2018-08-17|603|H11|MLHJF7232J5111928|108.20|2018-08-17
2018-08-17|603|H11|MLHJF3505K5567031|124.88|2018-08-17
2018-08-17|603|H11|MLHJA1446J5237999|109.17|2018-08-17
2018-08-17|603|H11|MLHKF2087J5556395|149.32|2018-08-17
2018-08-17|603|H11|MLHJA1446J5305654|109.17|2018-08-17
2018-08-17|905|Y01|MLESEE91111003179|125.00|2018-08-17
2018-08-17|905|Y01|MLESEE91111002789|125.00|2018-08-17
2018-08-17|603|H11|MLHJA1447J5286631|109.17|2018-08-17
2018-08-17|603|H11|MLHJF723XJ5117539|108.20|2018-08-17
2018-08-17|905|Y01|MLESEE91111004267|125.00|2018-08-17
2018-08-17|603|H11|MLHJF7252J5106181|108.20|2018-08-17
2018-08-17|905|Y01|MLESEE91111004422|125.00|2018-08-17
2018-08-17|001|Y01|MLESG474111108061|155.00|2018-08-17
2018-08-17|603|H11|MLHJA1406J5926485|109.17|2018-08-17
2018-08-17|001|H11|MLHJA2109H5178268|124.89|2018-08-17
2018-08-17|905|Y01|RLCUG064111003239|150.00|2018-08-17
2018-08-17|001|H11|MLHJA2117H5411007|124.89|2018-08-17
2018-08-17|905|Y01|MH3RG472111026266|155.00|2018-08-17
2018-08-17|001|H11|MLHJA2113H5433084|124.89|2018-08-17
2018-08-17|001|H11|MLHKF2084J5558668|149.32|2018-08-17
2018-08-17|001|H11|MLHKC2885J5010076|149.16|2018-08-17
2018-08-17|905|Y01|MLESEE91111002790|125.00|2018-08-17
2018-08-17|001|H11|MLHJA2102H5175504|124.89|2018-08-17
2018-08-17|603|H11|MLHJF7239J5116303|108.20|2018-08-17
2018-08-17|001|H11|MLHJF351XK5406523|124.88|2018-08-17
2018-08-17|905|Y01|MLESEE92111146961|125.00|2018-08-17
2018-08-17|001|H11|MLHJF3519K5402947|124.88|2018-08-17
2018-08-17|001|H11|MLHKC288XJ5003740|149.16|2018-08-17
2018-08-17|905|Y01|MLESEE91111002808|125.00|2018-08-17
2018-08-17|001|H11|MLHJA2110H5430269|124.89|2018-08-17
2018-08-17|001|H11|MLHJA2101H5187983|124.89|2018-08-17
2018-08-17|905|Y01|MLEUE227111196258|115.00|2018-08-17
2018-08-17|001|H11|MLHKF2087J5541685|149.32|2018-08-17
2018-08-17|603|H11|MLHJC6180J5709161|124.89|2018-08-17
2018-08-17|001|H11|MLHKF2086J5558560|149.32|2018-08-17
2018-08-17|905|Y01|MLESEE91111001321|125.00|2018-08-17
2018-08-17|001|H11|MLHKF2083J5555275|149.32|2018-08-17
2018-08-17|603|H11|MLHJA2114H5427441|124.89|2018-08-17
2018-08-17|001|H11|MLHKF2080J5562135|149.32|2018-08-17
2018-08-17|905|Y01|MLESEE91111004566|125.00|2018-08-17
2018-08-17|001|H11|MLHJF3505H5539206|124.88|2018-08-17
2018-08-17|603|H11|MLHJA1449J5296500|109.17|2018-08-17
2018-08-17|001|H11|MLHJF3507K5569864|124.88|2018-08-17
2018-08-17|804|Y01|MLEUE227111198542|115.00|2018-08-17
2018-08-17|001|H11|MLHJF7254J5118834|108.20|2018-08-17
2018-08-17|001|H11|MLHJF7259J5118120|108.20|2018-08-17
2018-08-17|804|Y01|MLEUE227111202166|115.00|2018-08-17
2018-08-17|905|Y01|MLESEE91111001319|125.00|2018-08-17
2018-08-17|307|H11|MLHJC6182J5710635|124.89|2018-08-17
2018-08-17|001|H11|MLHJF7257J5119718|108.20|2018-08-17
2018-08-17|804|Y01|MLEUE229111303665|115.00|2018-08-17
2018-08-17|001|H11|MLHJA1429J5670991|109.17|2018-08-17
2018-08-17|307|H11|MLHJC6182H5659602|124.89|2018-08-17
2018-08-17|905|Y01|RLCUE136111011978|115.00|2018-08-17
2018-08-17|001|H11|MLHJA1401J5923509|109.17|2018-08-17
