2018-08-21|001|H11|MLHKF2083J5565787|149.32|2018-08-21
2018-08-21|001|H11|MLHKF2082J5565795|149.32|2018-08-21
2018-08-21|001|H11|MLHKF208XJ5565964|149.32|2018-08-21
2018-08-21|001|H11|MLHNC5576J5002790|286.01|2018-08-21
2018-08-21|001|H11|MLHKF2085J5562342|149.32|2018-08-21
2018-08-21|001|H11|MLHJA210XH5189294|124.89|2018-08-21
2018-08-21|001|H11|MLHJA2105H5189350|124.89|2018-08-21
2018-08-21|001|H11|MLHKF2088J5546653|149.32|2018-08-21
2018-08-21|001|H11|MLHJF7257J5124790|108.20|2018-08-21
2018-08-21|001|H11|MLHJA2101H5189023|124.89|2018-08-21
2018-08-21|001|V05|RP8M82222JV004149|154.80|2018-08-21
2018-08-21|001|H11|MLHJA2100H5189028|124.89|2018-08-21
2018-08-21|001|H11|MLHJA2106H5189051|124.89|2018-08-21
2018-08-21|001|H11|MLHJA1401J5943470|109.17|2018-08-21
2018-08-21|001|H11|MLHJA2103H5189055|124.89|2018-08-21
2018-08-21|001|H11|MLHJF620XJ5226258|108.20|2018-08-21
2018-08-21|001|H11|MLHJA1406J5930424|109.17|2018-08-21
2018-08-21|001|H11|MLHJF7237J5125890|108.20|2018-08-21
2018-08-21|001|H11|MLHJA2107H5171660|124.89|2018-08-21
2018-08-21|001|H11|MLHJF7235J5125869|108.20|2018-08-21
2018-08-21|001|H11|MLHJF3505K5556465|124.88|2018-08-21
2018-08-21|001|H11|MLHJA2104H5189369|124.89|2018-08-21
2018-08-21|001|H11|MLHJF7238J5124862|108.20|2018-08-21
2018-08-21|001|H11|MLHJF3500K5569768|124.88|2018-08-21
2018-08-21|001|H11|MLHJA2101H5189345|124.89|2018-08-21
2018-08-21|001|H11|MLHJF7230J5126671|108.20|2018-08-21
2018-08-21|001|H11|MLHJA144XJ5302806|109.17|2018-08-21
2018-08-21|001|H11|MLHJA1682J5061890|109.17|2018-08-21
2018-08-21|001|H11|MLHJF7235J5125872|108.20|2018-08-21
2018-08-21|001|H11|MLHJA1405J5876744|109.17|2018-08-21
