2018-08-20|001|H11|MLHJF7233J5124994|108.20|2018-08-20
2018-08-20|001|Y01|MLESEB22111213618|125.00|2018-08-20
2018-08-20|001|Y01|MH3SE905111012645|125.00|2018-08-20
2018-08-20|001|H11|MLHNC5171H5300230|286.01|2018-08-20
2018-08-20|001|H11|MLHJA2106K5200184|124.89|2018-08-20
2018-08-20|001|H11|MLHJA2103H5188570|124.89|2018-08-20
2018-08-20|001|H11|MLHJF350XK5573276|124.88|2018-08-20
2018-08-20|001|Y01|MH3RH07F111011750|321.00|2018-08-20
2018-08-20|001|H11|MLHJF7238J5117281|108.20|2018-08-20
2018-08-20|001|Y01|MH3SH087111010091|300.00|2018-08-20
2018-08-20|001|H11|MLHJF7233J5123831|108.20|2018-08-20
2018-08-20|001|Y01|MLESG471111014204|155.00|2018-08-20
2018-08-20|001|H11|MLHJF7234J5123871|108.20|2018-08-20
2018-08-20|001|R30|MLRCL0110HF021692|107.00|2018-08-20
2018-08-20|001|H11|MLHJF7234J5122817|108.20|2018-08-20
2018-08-20|001|Y01|MH3SG315111058171|155.00|2018-08-20
2018-08-20|001|H11|MLHJF7232J5119611|108.20|2018-08-20
2018-08-20|001|Y01|MH3SE905111014259|125.00|2018-08-20
2018-08-20|001|H11|MLHJF7234J5124941|108.20|2018-08-20
2018-08-20|001|Y01|MH3RG472111027957|155.00|2018-08-20
2018-08-20|001|H11|MLHJF7235J5117173|108.20|2018-08-20
2018-08-20|001|Y01|MH3SG315111061286|155.00|2018-08-20
2018-08-20|001|H11|MLHNC5373J5101781|286.01|2018-08-20
2018-08-20|001|H11|MLHJF7234J5124938|108.20|2018-08-20
2018-08-20|001|H11|MLHKF208XJ5552079|149.32|2018-08-20
2018-08-20|001|H11|MLHJA1405J5933475|109.17|2018-08-20
2018-08-20|001|H11|MLHJF7236J5117280|108.20|2018-08-20
2018-08-20|001|H11|MLHJA1689J5031205|109.17|2018-08-20
2018-08-20|001|H11|MLHJA1403J5943616|109.17|2018-08-20
2018-08-20|001|H11|MLHJF7235J5115536|108.20|2018-08-20
2018-08-20|001|Y01|MLESEE91111007323|125.00|2018-08-20
2018-08-20|001|Y01|MLESEE91111003887|125.00|2018-08-20
2018-08-20|001|H11|MLHJA1406J5940967|109.17|2018-08-20
2018-08-20|001|H11|MLHJF3506K5570293|124.88|2018-08-20
2018-08-20|001|H11|MLHJF3509K5571518|124.88|2018-08-20
2018-08-20|001|H11|MLHJA144XJ5283559|109.17|2018-08-20
2018-08-20|001|Y01|MH3SE905111013591|125.00|2018-08-20
2018-08-20|001|H11|MLHJF723XJ5117542|108.20|2018-08-20
