2018-08-28|001|B08|WB30G1201JR824007|313.00
2018-08-28|001|H11|MLHJF3506F5228543|124.88
2018-08-28|001|G59|MLTSYA409GA002316|197.00
2018-08-28|001|H11|MLHJC6187H5603395|124.89
2018-08-28|001|G59|MLTSRA109HA000765|197.00
2018-08-28|001|H11|MLHMD4488H5004077|249.60
2018-08-28|001|H11|MLHJF7231H5024323|108.20
2018-08-28|001|H11|MLHJF3504H5446208|124.88
2018-08-28|001|H11|MLHJF7234H5061060|108.20
2018-08-28|406|H11|MLHJA1423J5531052|109.17
2018-08-28|001|H11|MLHJF6114J5205223|108.20
2018-08-28|001|H11|MLHJC6188H5640102|124.89
2018-08-28|203|H11|MLHJF6203J5211326|108.20
2018-08-28|203|H11|MLHJF6209J5211301|108.20
2018-08-28|001|H11|MLHKC2888J5001839|149.16
2018-08-28|001|H11|MLHJF611XJ5206196|108.20
2018-08-28|001|H11|MLHJF6119J5206383|108.20
2018-08-28|001|H11|MLHJF611XJ5206425|108.20
2018-08-28|001|H11|MLHJF6112J5206421|108.20
2018-08-28|001|G59|MLTSRA109HA005181|197.00
2018-08-28|001|G59|MLTSRA109HA005203|197.00
2018-08-28|309|H11|MLHJF7233H5042967|108.20
2018-08-28|001|H11|MLHJC6181H5650034|124.89
2018-08-28|001|H11|MLHJC6186H5649932|124.89
2018-08-28|001|H11|MLHJC6183H5650665|124.89
2018-08-28|001|H11|MLHJC6182H5650544|124.89
2018-08-28|001|H11|MLHJF6115J5207112|108.20
2018-08-28|203|H11|MLHJF6206J5220912|108.20
2018-08-28|001|H11|MLHJF3505H5496910|124.88
2018-08-28|203|H11|MLHJF6204J5221007|108.20
2018-08-28|001|H11|MLHJF6117J5208116|108.20
2018-08-28|001|H11|MLHJC6183H5655932|124.89
2018-08-28|001|H11|MLHJF6118J5208383|108.20
2018-08-28|203|H11|MLHJF6203J5223332|108.20
2018-08-28|203|H11|MLHJF6204J5223288|108.20
2018-08-28|001|H11|MLHJC6181H5658196|124.89
2018-08-28|203|H11|MLHJF6209J5223352|108.20
2018-08-28|001|H11|MLHJF6202J5224102|108.20
2018-08-28|001|H11|MLHMD4488H5005259|249.60
2018-08-28|001|H11|MLHJF611XJ5208529|108.20
2018-08-28|001|H11|MLHJC6180H5661817|124.89
2018-08-28|001|H11|MLHJC6188H5661774|124.89
2018-08-28|001|H11|MLHJF6208J5224993|108.20
2018-08-28|001|H11|MLHJA142XJ5565036|109.17
2018-08-28|403|H11|MLHJC6188H5662505|124.89
2018-08-28|001|H11|MLHJC6187H5663435|124.89
2018-08-28|001|H11|MLHJA1403J5783320|109.17
2018-08-28|001|H11|MLHJF6207J5225780|108.20
2018-08-28|001|H11|MLHJF6111J5209519|108.20
2018-08-28|001|H11|MLHJF6114J5209496|108.20
2018-08-28|001|H11|MLHJF611XJ5209471|108.20
2018-08-28|203|H11|MLHJF620XJ5226454|108.20
2018-08-28|203|H11|MLHJF6203J5226361|108.20
2018-08-28|203|H11|MLHJF6207J5226346|108.20
2018-08-28|001|H11|MLHJF6115J5210043|108.20
2018-08-28|203|H11|MLHJF6207J5227464|108.20
2018-08-28|203|H11|MLHJF6207J5228047|108.20
2018-08-28|001|H11|MLHJF6113J5210185|108.20
2018-08-28|001|H11|MLHJF6112J5210260|108.20
2018-08-28|001|H11|MLHJF6116J5210357|108.20
2018-08-28|001|H11|MLHJF3513H5331317|124.88
2018-08-28|001|H11|MLHJF6204J5230077|108.20
2018-08-28|203|H11|MLHJF6204J5232895|108.20
2018-08-28|203|H11|MLHJF6208J5233466|108.20
2018-08-28|203|H11|MLHJF6208J5233600|108.20
2018-08-28|001|H11|MLHNC5377J5101248|286.01
2018-08-28|001|G59|MLTSRA109HA005413|197.00
2018-08-28|001|G59|MLTSYA409HA013208|197.00
2018-08-28|001|H11|MLHJF6110J5210645|108.20
2018-08-28|402|H11|MLHJF7232H5067195|108.20
2018-08-28|203|H11|MLHJF6203J5234945|108.20
2018-08-28|203|H11|MLHJF6204J5234825|108.20
2018-08-28|001|H11|MLHJF6117J5210738|108.20
2018-08-28|001|H11|MLHJF6113J5210896|108.20
2018-08-28|001|H11|MLHJF6111J5210850|108.20
2018-08-28|001|H11|MLHJF6118J5210943|108.20
2018-08-28|001|H11|MLHJF6110J5211200|108.20
2018-08-28|001|H11|MLHJF6119J5211163|108.20
2018-08-28|303|H11|MLHJC618XH5676910|124.89
2018-08-28|001|H11|MLHJC6182H5677114|124.89
2018-08-28|001|H11|MLHJF6110J5211021|108.20
2018-08-28|203|H11|MLHJF6207J5235824|108.20
2018-08-28|001|H11|MLHJF6117J5211095|108.20
2018-08-28|001|H11|MLHKF208XJ5507921|149.32
2018-08-28|001|H11|MLHJF3506H5521054|124.88
2018-08-28|001|H11|MLHJF6119J5211261|108.20
2018-08-28|001|H11|MLHKC2889J5015801|149.16
2018-08-28|203|H11|MLHJF6203J5236873|108.20
2018-08-28|203|H11|MLHJF6205J5236843|108.20
2018-08-28|203|H11|MLHJF6201J5236712|108.20
2018-08-28|001|H11|MLHJF6207J5236455|108.20
2018-08-28|001|H11|MLHJA1420J5591323|109.17
2018-08-28|001|H11|MLHJF611XJ5211818|108.20
2018-08-28|203|H11|MLHJF6203J5239319|108.20
2018-08-28|001|H11|MLHKC2885J5017254|149.16
2018-08-28|001|H11|MLHKC2887J5017076|149.16
2018-08-28|001|H11|MLHJF7200H5024870|108.20
2018-08-28|001|H11|MLHJA1681J5013149|109.17
2018-08-28|001|H11|MLHJF6203J5240664|108.20
2018-08-28|203|H11|MLHJF620XJ5241214|108.20
2018-08-28|203|H11|MLHJF6207J5241168|108.20
2018-08-28|001|H11|MLHJC618XH5680505|124.89
2018-08-28|001|G59|MLTSLA409HA011397|149.00
2018-08-28|001|G59|MLTSLA409HA011507|149.00
2018-08-28|001|G59|MLTSLA309HA004100|197.00
2018-08-28|001|H11|MLHJA1448J5205085|109.17
2018-08-28|401|H11|MLHJF6205J5241900|108.20
2018-08-28|001|H11|MLHJC6182H5681261|124.89
2018-08-28|203|H11|MLHJF6200J5242226|108.20
2018-08-28|001|G59|MLTSYA309HA012979|149.00
2018-08-28|001|G59|MLTSYA309HA012955|149.00
2018-08-28|001|H11|MLHNC5574J5000651|286.01
2018-08-28|001|H11|MLHJF6200J5242453|108.20
2018-08-28|001|H11|MLHJF6203J5242480|108.20
2018-08-28|001|H11|MLHJF3504H5530125|124.88
2018-08-28|001|H11|MLHJF3508H5529950|124.88
2018-08-28|001|H11|MLHJA2123H5106516|124.89
2018-08-28|001|H11|MLHJF3509H5530699|124.88
2018-08-28|001|H11|MLHJA1685J5020234|109.17
2018-08-28|001|H11|MLHJF350XH5531635|124.88
2018-08-28|001|H11|MLHJA1443J5212266|109.17
2018-08-28|001|H11|MLHJC6182H5682927|124.89
2018-08-28|001|H11|MLHJF7254H5050559|108.20
2018-08-28|001|H11|MLHJA1446J5213153|109.17
2018-08-28|001|H11|MLHJA1687J5022325|109.17
2018-08-28|001|H11|MLHJC618XH5683601|124.89
2018-08-28|001|H11|MLHJA1445J5214679|109.17
2018-08-28|001|H11|MLHJA1686J5024888|109.17
2018-08-28|203|H11|MLHJF6208J5245682|108.20
2018-08-28|203|H11|MLHJF6209J5245867|108.20
2018-08-28|001|H11|MLHJF6201J5245832|108.20
2018-08-28|001|H11|MLHJF6202J5246083|108.20
2018-08-28|001|H11|MLHJA1684J5028812|109.17
2018-08-28|001|H11|MLHKC2886J5020602|149.16
2018-08-28|001|H11|MLHJA2110H5408563|124.89
2018-08-28|001|H11|MLHJF7239H5078727|108.20
2018-08-28|401|H11|MLHJF6200J5246633|108.20
2018-08-28|401|H11|MLHJF6201J5246625|108.20
2018-08-28|001|H11|MLHJF6111J5214137|108.20
2018-08-28|001|G59|MLTSYA309HA013184|149.00
2018-08-28|001|G59|MLTSYA309HA013176|149.00
2018-08-28|001|G59|MLTSYA309HA013114|149.00
2018-08-28|001|H11|MLHJA1680J5032548|109.17
2018-08-28|001|H11|MLHRC7473J5301622|648.72
2018-08-28|001|H11|MLHJF6110J5214257|108.20
2018-08-28|001|H11|MLHJF3518H5339378|124.88
2018-08-28|001|H11|MLHKF2085J5525663|149.32
2018-08-28|001|H11|MLHJA1440J5226528|109.17
2018-08-28|001|H11|MLHJC6180H5686023|124.89
2018-08-28|001|H11|MLHJA1427J5618436|109.17
2018-08-28|001|H11|MLHJA1441J5227221|109.17
2018-08-28|001|H11|MLHJA144XJ5229467|109.17
2018-08-28|001|H11|MLHJF3506H5543765|124.88
2018-08-28|001|H11|MLHNC557XJ5002131|286.01
2018-08-28|001|H11|MLHJA1444J5230761|109.17
2018-08-28|001|H11|MLHJC6185H5687040|124.89
2018-08-28|001|H11|MLHJA1680J5036373|109.17
2018-08-28|001|H11|MLHJA1422J5619963|109.17
2018-08-28|001|H11|MLHJF3518H5340188|124.88
2018-08-28|001|H11|MLHJC6187J5700215|124.89
2018-08-28|001|H11|MLHJA1446J5235041|109.17
2018-08-28|406|H11|MLHJF7252J5100333|108.20
2018-08-28|001|H11|MLHJA168XJ5039409|109.17
2018-08-28|001|H11|MLHJF7207J5100090|108.20
2018-08-28|001|G59|MLTSYA309JA013878|149.00
2018-08-28|001|H11|MLHJF3509H5548197|124.88
2018-08-28|001|H11|MLHKC2888J5022688|149.16
2018-08-28|001|H11|MLHMD448XJ5100489|249.60
2018-08-28|001|H11|MLHJA1448J5236482|109.17
2018-08-28|001|H11|MLHJC6180J5700556|124.89
2018-08-28|001|H11|MLHKC2883J5022727|149.16
2018-08-28|001|H11|MLHJC618XJ5701696|124.89
2018-08-28|001|H11|MLHJC7576J5100731|124.89
2018-08-28|001|H11|MLHJA1684J5043164|109.17
2018-08-28|001|H11|MLHJA1422J5629179|109.17
2018-08-28|001|H11|MLHJF7253J5101877|108.20
2018-08-28|001|H11|MLHJA1449J5238399|109.17
2018-08-28|001|H11|MLHJA1445J5238562|109.17
2018-08-28|001|H11|MLHJA1682J5044023|109.17
2018-08-28|001|H11|MLHKF2086J5533853|149.32
2018-08-28|001|H11|MLHKF2087J5533831|149.32
2018-08-28|001|H11|MLHJA1681J5044918|109.17
2018-08-28|001|H11|MLHJF3507H5549252|124.88
2018-08-28|001|H11|MLHJA1682J5045057|109.17
2018-08-28|806|H11|MLHJC6181J5702140|124.89
2018-08-28|001|H11|JH2RC90T6HK100222|745.00
2018-08-28|001|H11|MLHJF7238J5102585|108.20
2018-08-28|207|H11|MLHJA1682J5047388|109.17
2018-08-28|001|H11|MLHJF725XJ5104839|108.20
2018-08-28|001|H11|MLHJA168XJ5047851|109.17
2018-08-28|400|H11|MLHJF7251J5106706|108.20
2018-08-28|001|H11|MLHKF2089J5537749|149.32
2018-08-28|707|H11|JH2RC68T8JK200010|670.00
2018-08-28|001|H11|MLHJA2117H5417258|124.89
2018-08-28|001|H11|MLHJF7233J5104776|108.20
2018-08-28|001|H11|MLHJC7577J5101113|124.89
2018-08-28|001|H11|MLHKF2082J5538483|149.32
2018-08-28|001|H11|MLHJA1447J5251281|109.17
2018-08-28|203|H11|MLHNC5370J5102452|286.01
2018-08-28|001|H11|MLHJA1445J5252395|109.17
2018-08-28|001|H11|MLHJF6115J5215159|108.20
2018-08-28|001|H11|MLHJF7233J5105748|108.20
2018-08-28|001|H11|MLHJF6111J5215353|108.20
2018-08-28|300|H11|MLHJA1428J5642373|109.17
2018-08-28|001|H11|MLHJF7256J5108483|108.20
2018-08-28|001|H11|MLHJC7570J5101292|124.89
2018-08-28|707|H11|MLHPC5675J5100829|471.03
2018-08-28|001|H11|MLHJC6189J5703648|124.89
2018-08-28|001|H11|MLHJA1439J5332662|109.17
2018-08-28|001|H11|MLHJC6187J5704037|124.89
2018-08-28|001|H11|MLHKF2089J5541011|149.32
2018-08-28|001|H11|MLHJF7202J5101972|108.20
2018-08-28|001|H11|MLHJF7231J5107014|108.20
2018-08-28|001|H11|MLHJF7237J5107244|108.20
2018-08-28|001|H11|MLHJA1448J5258398|109.17
2018-08-28|001|H11|MLHJF725XJ5109054|108.20
2018-08-28|806|H11|MLHJA2115H5420305|124.89
2018-08-28|001|H11|MLHJF7256J5109620|108.20
2018-08-28|001|H11|MLHJA1441J5261627|109.17
2018-08-28|806|H11|MLHJA210XH5170938|124.89
2018-08-28|001|H11|MLHJA1402J5888088|109.17
2018-08-28|001|H11|MLHJF3500K5550637|124.88
2018-08-28|001|H11|MLHJF3519K5400289|124.88
2018-08-28|001|H11|MLHJA144XJ5265885|109.17
2018-08-28|001|H11|MLHJF3500K5552663|124.88
2018-08-28|001|H11|MLHJF7235J5110238|108.20
2018-08-28|001|H11|MLHJF7201J5103020|108.20
2018-08-28|001|H11|MLHJC6182J5706567|124.89
2018-08-28|001|H11|MLHJA1441J5267928|109.17
2018-08-28|001|H11|MLHJA1409J5892445|109.17
2018-08-28|001|H11|MLHJA1407J5893190|109.17
2018-08-28|001|H11|MLHJA1686J5054280|109.17
2018-08-28|806|H11|MLHJC618XJ5706834|124.89
2018-08-28|001|H11|MLHJC6186J5706782|124.89
2018-08-28|001|H11|MLHJA1445J5269391|109.17
2018-08-28|001|H11|MLHJA140XJ5894348|109.17
2018-08-28|001|H11|MLHJA2106H5173500|124.89
2018-08-28|001|H11|MLHJA2106H5173402|124.89
2018-08-28|001|H11|MLHJF7237J5111049|108.20
2018-08-28|001|H11|MLHJF7231J5111046|108.20
2018-08-28|001|H11|MLHJF7234J5111042|108.20
2018-08-28|001|H11|MLHJF7239J5111036|108.20
2018-08-28|001|H11|MLHJA1423J5651143|109.17
2018-08-28|001|H11|MLHJA1422J5650999|109.17
2018-08-28|001|H11|MLHJF7201J5103440|108.20
2018-08-28|001|H11|MLHJF3519K5402169|124.88
2018-08-28|001|H11|MLHJF3507K5555706|124.88
2018-08-28|001|H11|MLHJF3501K5555619|124.88
2018-08-28|001|H11|MLHJC7574J5101649|124.89
2018-08-28|001|H11|MLHJA211XH5423605|124.89
2018-08-28|001|H11|MLHJA1429J5653396|109.17
2018-08-28|001|H11|MLHJA1422J5653353|109.17
2018-08-28|001|H11|MLHJF3516K5402260|124.88
2018-08-28|001|H11|MLHJF3503K5556190|124.88
2018-08-28|001|H11|MLHKC2888J5025493|149.16
2018-08-28|001|H11|MLHKC2884J5025474|149.16
2018-08-28|001|H11|MLHJF7238J5112906|108.20
2018-08-28|001|H11|MLHKF2089J5547830|149.32
2018-08-28|001|H11|MLHPC5677J5100976|471.03
2018-08-28|001|H11|MLHJA1448J5274665|109.17
2018-08-28|001|H11|MLHJA1404J5900080|109.17
2018-08-28|001|H11|MLHJF3502K5556813|124.88
2018-08-28|001|H11|MLHJF3506K5557074|124.88
2018-08-28|001|H11|MLHJA1403J5901298|109.17
2018-08-28|001|H11|MLHJA1406J5901490|109.17
2018-08-28|001|H11|MLHJF3509K5557473|124.88
2018-08-28|001|H11|MLHJF3502K5557878|124.88
2018-08-28|001|H11|MLHJF3515K5402752|124.88
2018-08-28|001|H11|MLHJA2111H5424707|124.89
2018-08-28|001|H11|MLHJF351XK5402990|124.88
2018-08-28|001|H11|MLHJF3517K5402963|124.88
2018-08-28|001|H11|MLHJF3514K5402872|124.88
2018-08-28|001|H11|MLHJA1447J5277640|109.17
2018-08-28|301|H11|MLHJA1409J5903749|109.17
2018-08-28|001|H11|MLHJA1404J5904713|109.17
2018-08-28|001|H11|MLHJA1427J5656720|109.17
2018-08-28|001|H11|MLHPC4571J5600496|471.03
2018-08-28|001|H11|MLHJA142XJ5657148|109.17
2018-08-28|001|H11|MLHJF7257J5113451|108.20
2018-08-28|001|H11|MLHJC7577J5101967|124.89
2018-08-28|001|H11|MLHJC7576J5101913|124.89
2018-08-28|001|H11|MLHKF2086J5550328|149.32
2018-08-28|001|H11|MLHKF2084J5550828|149.32
2018-08-28|001|H11|MLHJF7250J5113677|108.20
2018-08-28|001|H11|MLHJA1448J5280644|109.17
2018-08-28|001|H11|MLHJA1401J5907505|109.17
2018-08-28|606|H11|MLHKC2881J5026355|149.16
2018-08-28|001|H11|MLHJA2109H5178481|124.89
2018-08-28|001|H11|MLHKF208XJ5551336|149.32
2018-08-28|001|H11|MLHKF208XJ5551644|149.32
2018-08-28|203|H11|MLHKC1788H5611813|149.40
2018-08-28|001|H11|MLHKC2888J5026465|149.16
2018-08-28|001|H11|MLHJA1444J5282939|109.17
2018-08-28|001|H11|MLHJA1424J5659588|109.17
2018-08-28|001|H11|MLHJF7238J5116082|108.20
2018-08-28|001|H11|MLHJA1446J5283560|109.17
2018-08-28|001|H11|MLHJA1404J5909992|109.17
2018-08-28|001|H11|MLHJA1402J5910526|109.17
2018-08-28|001|H11|MLHJF3517K5403725|124.88
2018-08-28|001|H11|MLHJF3510K5403663|124.88
2018-08-28|001|H11|MLHKF208XJ5552406|149.32
2018-08-28|001|H11|MLHJA1444J5284156|109.17
2018-08-28|806|H11|MLHJA2102H5179794|124.89
2018-08-28|001|H11|MLHJF3519K5403886|124.88
2018-08-28|001|H11|MLHJF3509K5563452|124.88
2018-08-28|001|H11|MLHKF208XJ5552857|149.32
2018-08-28|203|H11|MLHKC2887J5026778|149.16
2018-08-28|605|H11|MLHNC5174J5403082|286.01
2018-08-28|309|H11|MLHJA144XJ5284906|109.17
2018-08-28|001|H11|MLHJA1404J5912312|109.17
2018-08-28|001|H11|MLHJA1680J5058552|109.17
2018-08-28|001|H11|MLHJF3511K5403929|124.88
2018-08-28|001|H11|MLHJA1402J5913104|109.17
2018-08-28|001|H11|MLHJF3516K5404154|124.88
2018-08-28|001|H11|MLHKF3506K5007149|149.32
2018-08-28|001|H11|MLHJF350XK5564545|124.88
2018-08-28|001|H11|MLHKF2089J5553644|149.32
2018-08-28|001|H11|MLHNC5376J5102763|286.01
2018-08-28|001|H11|MLHNC5374J5102762|286.01
2018-08-28|001|H11|MLHKF2082J5553694|149.32
2018-08-28|702|H11|MLHKC2887J5027039|149.16
2018-08-28|001|H11|MLHJA1404J5913881|109.17
2018-08-28|001|H11|MLHJA1425J5662662|109.17
2018-08-28|001|H11|MLHJF3505K5565179|124.88
2018-08-28|001|H11|MLHJF3509K5565136|124.88
2018-08-28|001|H11|MLHJA2111H5427624|124.89
2018-08-28|001|H11|MLHJC6184J5710488|124.89
2018-08-28|001|H11|MLHJA1444J5287106|109.17
2018-08-28|806|H11|JH2RC82T9HK200029|745.00
2018-08-28|001|H11|MLHJA140XJ5916204|109.17
2018-08-28|001|H11|MLHJA1403J5916187|109.17
2018-08-28|001|H11|MLHJA140XJ5916123|109.17
2018-08-28|001|H11|MLHKF3504K5007358|149.32
2018-08-28|001|H11|MLHJF3517K5404602|124.88
2018-08-28|001|H11|MLHJF3503K5566265|124.88
2018-08-28|001|H11|MLHJA1428J5664597|109.17
2018-08-28|001|H11|MLHJA1420J5664478|109.17
2018-08-28|001|H11|MLHJA1448J5289375|109.17
2018-08-28|001|H11|MLHJA1403J5916870|109.17
2018-08-28|001|H11|MLHKF3505K5007482|149.32
